sp_id	stcotrbg	hh_race	hh_income	latitude	longitude
72769808	172030302002	1	95000	40.9038570	-89.0314912
72769809	172030302002	1	0	40.9030827	-89.0274860
72769810	172030302002	1	100900	40.9032894	-89.0301526
72769811	172030302002	1	45400	40.9035701	-89.0306888
72769812	172030302002	1	61900	40.9036949	-89.0301059
72769813	172030302002	1	62200	40.9037053	-89.0307561
72769814	172030302002	1	22000	40.9037458	-89.0304846
72769815	172030302002	1	46000	40.9037498	-89.0309094
72769816	172030302002	1	38200	40.9008047	-89.0264481
72769817	172030302002	1	43000	40.9043724	-89.0332522
72769818	172030302002	1	154250	40.9093433	-89.0295960
72769819	172030302002	1	60000	40.9087097	-89.0285043
72769820	172030302002	1	46800	40.9035571	-89.0253837
72769821	172030302002	1	63000	40.9033807	-89.0272647
72769822	172030302002	1	18000	40.9030554	-89.0272220
72769823	172030302002	1	120000	40.9031159	-89.0253224
72769824	172030302002	1	47100	40.9031174	-89.0253552
72769825	172030302002	1	47200	40.9034469	-89.0257295
72769826	172030302002	1	35600	40.9093551	-89.0296698
72769827	172030302002	1	40000	40.9092818	-89.0288437
72769828	172030302002	1	28000	40.9091768	-89.0282847
72769829	172030302002	1	5600	40.9085300	-89.0283114
72769830	172030302002	1	84000	40.9088183	-89.0296376
72769831	172030302002	1	30000	40.9091736	-89.0291172
72769832	172030302002	1	42000	40.9093303	-89.0290708
72769833	172030302002	1	71000	40.9043268	-89.0331864
72769834	172030302002	1	37800	40.9018687	-89.0306962
72769835	172030302002	1	30000	40.9020450	-89.0306924
72769836	172030302002	1	30000	40.9091356	-89.0293322
72769837	172030302002	1	7400	40.9091537	-89.0295686
72769838	172030302002	1	43900	40.9020673	-89.0302463
72769839	172030302002	1	45000	40.9015929	-89.0303468
72769840	172030302002	1	42000	40.9015685	-89.0301290
72769841	172030302002	1	33300	40.9043841	-89.0329529
72769842	172030302002	1	7400	40.9029403	-89.0306507
72769843	172030302002	1	47170	40.9025948	-89.0311021
72769844	172030302002	1	108000	40.9031399	-89.0307055
72769845	172030302002	1	15400	40.9044194	-89.0327805
72769846	172030302002	1	36600	40.9027717	-89.0301393
72769847	172030302002	1	151500	40.9023194	-89.0306124
72769848	172030302002	1	42000	40.9072363	-89.0280137
72769849	172030302002	1	1900	40.9055673	-89.0294188
72769850	172030302002	1	20400	40.9070481	-89.0336280
72769851	172030302002	1	55200	40.9016975	-89.0257233
72769852	172030302002	1	24960	40.9049879	-89.0323444
72769853	172030302002	1	57400	40.9013437	-89.0254401
72769854	172030302002	1	38200	40.9072420	-89.0333584
72769855	172030302002	1	78000	40.9016334	-89.0258866
72769856	172030302002	1	86670	40.9013695	-89.0254759
72769857	172030302002	1	58000	40.9052464	-89.0286724
72769858	172030302002	1	40000	40.9051454	-89.0331471
72769859	172030302002	1	76000	40.9051823	-89.0323105
72769860	172030302002	1	39720	40.9053716	-89.0326561
72769861	172030302002	1	28400	40.9051776	-89.0289911
72769862	172030302002	1	45100	40.9055365	-89.0326252
72769863	172030302002	1	100700	40.9055516	-89.0294228
72769864	172030302002	1	30500	40.9068899	-89.0283148
72769865	172030302002	1	27700	40.9042797	-89.0294328
72769866	172030302002	1	76000	40.9041203	-89.0281876
72769867	172030302002	1	23500	40.9046590	-89.0277691
72769868	172030302002	1	87000	40.9040722	-89.0281984
72769869	172030302002	1	5450	40.9040787	-89.0298088
72769870	172030302002	1	66000	40.9045387	-89.0280877
72769871	172030302002	1	56900	40.9041816	-89.0292514
72769872	172030302002	1	77800	40.9071133	-89.0282402
72769873	172030302002	1	9200	40.9053149	-89.0279751
72769874	172030302002	1	54600	40.9041603	-89.0297995
72769875	172030302002	1	45000	40.9053167	-89.0280162
72769876	172030302002	1	44000	40.9071539	-89.0275091
72769877	172030302002	1	60000	40.9056965	-89.0277959
72769878	172030302002	1	45400	40.9055402	-89.0284482
72769879	172030302002	1	78800	40.9069753	-89.0316133
72769880	172030302002	1	505090	40.9084732	-89.0275597
72769881	172030302002	1	39000	40.9065006	-89.0275105
72769882	172030302002	1	72600	40.9064168	-89.0302979
72769883	172030302002	1	65000	40.9071649	-89.0328771
72769884	172030302002	1	98000	40.9070690	-89.0321778
72769885	172030302002	1	100800	40.9071917	-89.0327725
72769886	172030302002	1	44300	40.9066878	-89.0303026
72769887	172030302002	1	55200	40.9076756	-89.0329636
72769888	172030302002	1	70650	40.9059593	-89.0297444
72769889	172030302002	1	37000	40.9074865	-89.0297139
72769890	172030302002	1	30500	40.9078601	-89.0274878
72769891	172030302002	1	35000	40.9062789	-89.0300897
72769892	172030302002	1	27700	40.9079292	-89.0281806
72769893	172030302002	1	45000	40.9071226	-89.0299271
72769894	172030302002	1	328200	40.9078795	-89.0274085
72769895	172030302002	1	24000	40.9071972	-89.0305251
72769896	172030302002	1	43700	40.9085222	-89.0276312
72769897	172030302002	1	38200	40.9029541	-89.0317638
72769898	172030302002	1	88000	40.9018462	-89.0317868
72769899	172030302002	1	102000	40.9062703	-89.0275517
72769900	172030302002	1	60200	40.9058339	-89.0284179
72769901	172030302002	1	25000	40.9031062	-89.0322679
72769902	172030302002	1	30000	40.9015729	-89.0316251
72769903	172030302002	1	76000	40.9022435	-89.0313203
72769904	172030302002	1	45700	40.8998103	-89.0313758
72769905	172030302002	1	24600	40.9019706	-89.0329202
72769906	172030302002	1	23900	40.9025238	-89.0321292
72769907	172030302002	1	36200	40.8993858	-89.0307201
72769908	172030302002	1	86800	40.8998618	-89.0302564
72769909	172030302002	1	28600	40.9018068	-89.0332653
72769910	172030302002	1	54000	40.8999528	-89.0304192
72769911	172030302002	1	52000	40.9064061	-89.0336385
72769912	172030302002	1	34000	40.9057533	-89.0315958
72769913	172030302002	1	27100	40.9001399	-89.0322776
72769914	172030302002	1	29000	40.9069745	-89.0293411
72769915	172030302002	1	450	40.9067974	-89.0293750
72769916	172030302002	1	8500	40.9074735	-89.0288435
72769917	172030302002	1	364800	40.9065965	-89.0284790
72769918	172030302002	1	115500	40.9058877	-89.0290080
72769919	172030302002	1	62000	40.9066337	-89.0288742
72769920	172030302002	1	40000	40.9050545	-89.0298456
72769921	172030302002	1	44400	40.9006756	-89.0324634
72769922	172030302002	1	42700	40.9003920	-89.0319849
72769923	172030302002	1	38200	40.9000079	-89.0319366
72769924	172030302002	1	8600	40.9053528	-89.0302254
72769925	172030302002	1	155000	40.9013159	-89.0315170
72769926	172030302002	1	251000	40.9010383	-89.0314471
72769927	172030302002	1	36000	40.9100934	-89.0330542
72769928	172030302002	1	34500	40.9064266	-89.0313112
72769929	172030302002	1	51200	40.9046407	-89.0314424
72769930	172030302002	1	98000	40.9055102	-89.0320125
72769931	172030302002	1	100000	40.9044686	-89.0315373
72769932	172030302002	1	74320	40.9062527	-89.0311837
72769933	172030302002	1	83500	40.9048346	-89.0300671
72769934	172030302002	1	214400	40.9043033	-89.0309353
72769935	172030302002	1	60000	40.9098811	-89.0340127
72769936	172030302002	1	24500	40.9081527	-89.0311652
72769937	172030302002	1	47200	40.9089562	-89.0330329
72769938	172030302002	1	88400	40.9092141	-89.0333976
72769939	172030302002	1	102000	40.9088923	-89.0314870
72769940	172030302002	1	40400	40.9077979	-89.0314401
72769941	172030302002	1	26000	40.9087752	-89.0306309
72769942	172030302002	1	62000	40.9135878	-89.0274310
72769943	172030302002	1	32420	40.9009523	-89.0270062
72769944	172030302002	1	37800	40.9021360	-89.0276343
72769945	172030302002	1	50000	40.9025563	-89.0280180
72769946	172030302002	1	33500	40.9076213	-89.0311908
72769947	172030302002	1	30400	40.9022696	-89.0278707
72769948	172030302002	1	5000	40.9018131	-89.0282823
72769949	172030302002	1	60680	40.9013700	-89.0270668
72769950	172030302002	1	35600	40.9016236	-89.0276447
72769951	172030302002	1	39500	40.9006297	-89.0275054
72769952	172030302002	1	115120	40.9107122	-89.0333128
72769953	172030302002	1	35000	40.9016475	-89.0299338
72769954	172030302002	1	43800	40.9013971	-89.0299737
72769955	172030302002	1	45000	40.9023561	-89.0291363
72769956	172030302002	1	30400	40.9112221	-89.0332923
72769957	172030302002	1	0	40.9023071	-89.0295227
72769958	172030302002	1	31000	40.9159983	-89.0276095
72769959	172030302002	1	171200	40.9148305	-89.0330718
72769960	172030302002	1	44000	40.9012557	-89.0285011
72769961	172030302002	1	81000	40.9005726	-89.0299192
72769962	172030302002	1	42000	40.9006864	-89.0289979
72769963	172030302002	1	46300	40.9098026	-89.0326871
72769964	172030302002	1	15000	40.9083226	-89.0320359
72769965	172030302002	1	55000	40.9091445	-89.0318751
72769966	172030302002	1	42000	40.9122189	-89.0340137
72769967	172030302002	1	57500	40.9146199	-89.0316587
72769968	172030302002	1	31100	40.9113549	-89.0325028
72769969	172030302002	1	45800	40.9119861	-89.0331666
72769970	172030302002	1	40000	40.9140483	-89.0334058
72769971	172030302002	1	42000	40.9138171	-89.0317108
72769972	172030302002	1	54000	40.9126518	-89.0330301
72769973	172030302002	1	7200	40.9151451	-89.0292080
72769974	172030302002	1	195000	40.9164726	-89.0342134
72769975	172030302002	1	97300	40.9149223	-89.0335708
72769976	172030302002	1	69000	40.9115257	-89.0282614
72769977	172030302002	1	41000	40.9123500	-89.0278101
72769978	172030302002	1	43400	40.9144624	-89.0308463
72769979	172030302002	1	40000	40.9156927	-89.0325950
72769980	172030302002	1	62300	40.9119858	-89.0321603
72769981	172030302002	1	103000	40.9157193	-89.0305227
72769982	172030302002	1	101800	40.9158035	-89.0302906
72769983	172030302002	1	7200	40.9159343	-89.0332812
72769984	172030302002	1	22100	40.9160047	-89.0317350
72769985	172030302002	1	168000	40.9151112	-89.0323229
72769986	172030302002	1	43700	40.9157339	-89.0290473
72769987	172030302002	1	34000	40.9152979	-89.0335292
72769988	172030302002	1	510000	40.9149634	-89.0276544
72769989	172030302003	1	252000	40.9101821	-89.0389881
72769990	172030302003	1	15700	40.9102841	-89.0421388
72769991	172030302003	1	27900	40.9105620	-89.0409213
72769992	172030302003	1	46200	40.9028270	-89.0392551
72769993	172030302003	1	45000	40.9029589	-89.0392888
72769994	172030302003	1	113000	40.9033897	-89.0392857
72769995	172030302003	1	40870	40.9035616	-89.0389565
72769996	172030302003	6	60000	40.9034735	-89.0382795
72769997	172030302003	1	50000	40.9028971	-89.0381425
72769998	172030302003	1	16100	40.9032111	-89.0382461
72769999	172030302003	1	386000	40.9029731	-89.0380041
72770000	172030302003	1	86100	40.9035050	-89.0372006
72770001	172030302003	1	90100	40.9030014	-89.0372802
72770002	172030302003	1	42000	40.9030834	-89.0382151
72770003	172030302003	1	22400	40.9036581	-89.0391584
72770004	172030302003	1	50300	40.9034962	-89.0376390
72770005	172030302003	1	19100	40.9029479	-89.0376670
72770006	172030302003	1	304180	40.9035671	-89.0379428
72770007	172030302003	1	14080	40.9026923	-89.0376995
72770008	172030302003	1	174500	40.9029034	-89.0382513
72770009	172030302003	1	65000	40.9027648	-89.0383395
72770010	172030302003	1	112000	40.9059663	-89.0468199
72770011	172030302003	1	168000	40.9060822	-89.0351100
72770012	172030302003	1	17400	40.9056381	-89.0391961
72770013	172030302003	1	115000	40.9003582	-89.0422689
72770014	172030302003	1	174000	40.9013196	-89.0401152
72770015	172030302003	1	130000	40.9005502	-89.0393778
72770016	172030302003	1	16100	40.9031747	-89.0389417
72770017	172030302003	1	20000	40.9030300	-89.0388230
72770018	172030302003	1	46000	40.9009239	-89.0393915
72770019	172030302003	1	64900	40.9008508	-89.0395251
72770020	172030302003	1	21450	40.9005828	-89.0386112
72770021	172030302003	1	105000	40.9010865	-89.0403618
72770022	172030302003	1	9800	40.9010949	-89.0408253
72770023	172030302003	1	85000	40.9008502	-89.0385508
72770024	172030302003	1	0	40.9004634	-89.0387849
72770025	172030302003	1	87900	40.9017610	-89.0403489
72770026	172030302003	1	22550	40.9018866	-89.0397866
72770027	172030302003	1	53900	40.9015718	-89.0397034
72770028	172030302003	1	50000	40.9007007	-89.0422724
72770029	172030302003	1	23500	40.9027619	-89.0398210
72770030	172030302003	1	12270	40.9022908	-89.0404092
72770031	172030302003	1	115000	40.9014885	-89.0405971
72770032	172030302003	1	18000	40.9022875	-89.0402649
72770033	172030302003	1	159300	40.9026318	-89.0395908
72770034	172030302003	1	55600	40.9019413	-89.0396404
72770035	172030302003	1	18000	40.9021634	-89.0401967
72770036	172030302003	1	16000	40.9033360	-89.0396531
72770037	172030302003	1	80000	40.9032258	-89.0399104
72770038	172030302003	1	18000	40.9024395	-89.0399178
72770039	172030302003	1	150000	40.9028927	-89.0402513
72770040	172030302003	1	21600	40.9036001	-89.0404795
72770041	172030302003	1	19820	40.9033134	-89.0405697
72770042	172030302003	1	37800	40.9028801	-89.0402036
72770043	172030302003	1	168000	40.9058772	-89.0376246
72770044	172030302003	1	21604	40.9027237	-89.0391074
72770045	172030302003	1	10800	40.9016876	-89.0393367
72770046	172030302003	1	19400	40.9007059	-89.0424464
72770047	172030302003	1	1200	40.9005704	-89.0421810
72770048	172030302003	1	45500	40.9005434	-89.0427470
72770049	172030302003	1	175500	40.9014673	-89.0395861
72770050	172030302003	1	160090	40.9005147	-89.0429549
72770051	172030302003	1	15000	40.9012344	-89.0387877
72770052	172030302003	1	94300	40.9021603	-89.0395661
72770053	172030302003	1	0	40.9018457	-89.0394893
72770054	172030302003	1	80330	40.9015862	-89.0395323
72770055	172030302003	1	34000	40.9016283	-89.0386318
72770056	172030302003	1	61000	40.9026449	-89.0390700
72770057	172030302003	1	65100	40.9023769	-89.0392455
72770058	172030302003	1	43620	40.9022795	-89.0395803
72770059	172030302003	6	252700	40.9056866	-89.0376747
72770060	172030302003	1	43620	40.9065240	-89.0372573
72770061	172030302003	1	18800	40.9005106	-89.0438835
72770062	172030302003	1	269200	40.9021791	-89.0391056
72770063	172030302003	1	46800	40.9005730	-89.0435673
72770064	172030302003	1	16000	40.9004714	-89.0434914
72770065	172030302003	1	100500	40.9012341	-89.0442170
72770066	172030302003	1	354200	40.9008246	-89.0438938
72770067	172030302003	1	122200	40.9057075	-89.0374767
72770068	172030302003	1	42200	40.9064121	-89.0376531
72770069	172030302003	1	66400	40.9070800	-89.0377434
72770070	172030302003	1	15000	40.9066373	-89.0373898
72770071	172030302003	1	139110	40.9058079	-89.0375228
72770072	172030302003	1	64100	40.9066055	-89.0368004
72770073	172030302003	1	20000	40.9054819	-89.0369359
72770074	172030302003	1	12000	40.9056604	-89.0346697
72770075	172030302003	1	70000	40.9040252	-89.0383176
72770076	172030302003	1	46600	40.9062063	-89.0397913
72770077	172030302003	1	14000	40.9057728	-89.0411189
72770078	172030302003	1	15400	40.9057555	-89.0384995
72770079	172030302003	1	31000	40.9056127	-89.0388240
72770080	172030302003	1	59000	40.9062026	-89.0390813
72770081	172030302003	1	14900	40.9057523	-89.0407404
72770082	172030302003	1	34200	40.9059235	-89.0380323
72770083	172030302003	1	34800	40.9063829	-89.0406220
72770084	172030302003	1	57000	40.9056788	-89.0394923
72770085	172030302003	1	19100	40.9007719	-89.0381050
72770086	172030302003	1	7500	40.9062238	-89.0408595
72770087	172030302003	1	14500	40.9005240	-89.0382890
72770088	172030302003	1	96300	40.9056081	-89.0397337
72770089	172030302003	1	20000	40.9003804	-89.0378554
72770090	172030302003	1	116100	40.9009092	-89.0384824
72770091	172030302003	1	10000	40.9038036	-89.0384593
72770092	172030302003	1	35000	40.9046812	-89.0389627
72770093	172030302003	1	49000	40.9065322	-89.0384622
72770094	172030302003	1	84200	40.9057515	-89.0394642
72770095	172030302003	1	12500	40.9065703	-89.0390212
72770096	172030302003	1	41000	40.9053167	-89.0385243
72770097	172030302003	1	150000	40.9071944	-89.0386123
72770098	172030302003	1	15300	40.9068732	-89.0382720
72770099	172030302003	1	86100	40.9044036	-89.0392408
72770100	172030302003	1	51440	40.9021312	-89.0352728
72770101	172030302003	1	19800	40.9046548	-89.0385363
72770102	172030302003	1	116800	40.9049216	-89.0387795
72770103	172030302003	1	41000	40.9039384	-89.0390301
72770104	172030302003	1	103934	40.9021777	-89.0358010
72770105	172030302003	1	19400	40.9018983	-89.0349299
72770106	172030302003	1	53600	40.9013070	-89.0417601
72770107	172030302003	1	42200	40.9061550	-89.0360068
72770108	172030302003	1	47000	40.9022254	-89.0367860
72770109	172030302003	1	0	40.9045322	-89.0377071
72770110	172030302003	1	19100	40.9047151	-89.0380527
72770111	172030302003	1	43000	40.9051458	-89.0373867
72770112	172030302003	1	19600	40.9019275	-89.0364743
72770113	172030302003	1	15500	40.9045831	-89.0379364
72770114	172030302003	1	11500	40.9024744	-89.0370982
72770115	172030302003	1	14500	40.9056195	-89.0361512
72770116	172030302003	1	47560	40.9067497	-89.0361508
72770117	172030302003	1	66000	40.9018572	-89.0366199
72770118	172030302003	1	17000	40.9009095	-89.0372755
72770119	172030302003	1	35000	40.9069785	-89.0358056
72770120	172030302003	1	18000	40.9064734	-89.0362537
72770121	172030302003	6	95000	40.9064807	-89.0357843
72770122	172030302003	1	66000	40.9018485	-89.0414279
72770123	172030302003	1	9400	40.9075131	-89.0363730
72770124	172030302003	1	80500	40.9076254	-89.0346820
72770125	172030302003	1	150000	40.9060651	-89.0363081
72770126	172030302003	1	42800	40.9057563	-89.0367589
72770127	172030302003	1	17000	40.9072822	-89.0353456
72770128	172030302003	1	83000	40.9078829	-89.0345908
72770129	172030302003	1	64700	40.9072222	-89.0352222
72770130	172030302003	1	65000	40.9016390	-89.0418326
72770131	172030302003	1	160000	40.9072373	-89.0365177
72770132	172030302003	1	19400	40.9075396	-89.0357237
72770133	172030302003	1	12270	40.9073396	-89.0359070
72770134	172030302003	1	111200	40.9020162	-89.0414130
72770135	172030302003	1	8300	40.9024576	-89.0411772
72770136	172030302003	1	21100	40.9022838	-89.0412709
72770137	172030302003	1	104800	40.9103415	-89.0377977
72770138	172030302003	1	45700	40.9106594	-89.0455012
72770139	172030302003	1	73000	40.9049288	-89.0368773
72770140	172030302003	1	9600	40.9029800	-89.0368326
72770141	172030302003	1	12500	40.9040305	-89.0346806
72770142	172030302003	6	95000	40.9018115	-89.0451370
72770143	172030302003	1	19400	40.9058127	-89.0347105
72770144	172030302003	1	22000	40.9041807	-89.0355402
72770145	172030302003	1	40800	40.9013822	-89.0454279
72770146	172030302003	1	26300	40.9015994	-89.0446153
72770147	172030302003	1	26000	40.9041864	-89.0363342
72770148	172030302003	1	41200	40.9030218	-89.0354219
72770149	172030302003	1	140000	40.9042359	-89.0351324
72770150	172030302003	1	102430	40.9027254	-89.0348492
72770151	172030302003	1	90800	40.9035474	-89.0364815
72770152	172030302003	6	47000	40.9033712	-89.0352310
72770153	172030302003	1	120000	40.9041603	-89.0363672
72770154	172030302003	1	24000	40.9050611	-89.0364040
72770155	172030302003	6	82060	40.9005640	-89.0457265
72770156	172030302003	1	42000	40.9011662	-89.0422239
72770157	172030302003	1	74300	40.9032300	-89.0367862
72770158	172030302003	1	9600	40.9026674	-89.0367620
72770159	172030302003	1	22600	40.9009464	-89.0448503
72770160	172030302003	1	20000	40.9019373	-89.0429112
72770161	172030302003	1	38200	40.9018823	-89.0423836
72770162	172030302003	1	21100	40.9051380	-89.0348643
72770163	172030302003	6	82060	40.9047500	-89.0412070
72770164	172030302003	1	157640	40.9003279	-89.0461556
72770165	172030302003	1	9800	40.9048359	-89.0413983
72770166	172030302003	1	12900	40.9050855	-89.0354919
72770167	172030302003	1	10000	40.9040109	-89.0398591
72770168	172030302003	1	20000	40.9045332	-89.0404377
72770169	172030302003	1	24960	40.9110183	-89.0450313
72770170	172030302003	1	122200	40.9007479	-89.0459220
72770171	172030302003	1	18000	40.9033247	-89.0415082
72770172	172030302003	1	40870	40.9068696	-89.0338232
72770173	172030302003	1	42000	40.9046967	-89.0401983
72770174	172030302003	1	33000	40.9051431	-89.0402602
72770175	172030302003	1	59850	40.9029282	-89.0416917
72770176	172030302003	1	41000	40.9066818	-89.0345742
72770177	172030302003	1	80000	40.9064854	-89.0350375
72770178	172030302003	1	23900	40.9025012	-89.0422464
72770179	172030302003	1	58000	40.9015440	-89.0434403
72770180	172030302003	1	38300	40.9003954	-89.0457486
72770181	172030302003	1	34000	40.9016339	-89.0437893
72770182	172030302003	1	18520	40.9021506	-89.0428179
72770183	172030302003	1	45000	40.9005081	-89.0420456
72770184	172030302003	1	60900	40.9004584	-89.0412427
72770185	172030302003	1	11000	40.9080613	-89.0377357
72770186	172030302003	1	65000	40.9064637	-89.0404413
72770187	172030302003	1	100000	40.9077633	-89.0385922
72770188	172030302003	1	50000	40.9013373	-89.0464784
72770189	172030302003	1	51400	40.9076028	-89.0385040
72770190	172030302003	1	13240	40.9065130	-89.0409777
72770191	172030302003	1	44150	40.9086380	-89.0345523
72770192	172030302003	1	50000	40.9079361	-89.0353732
72770193	172030302003	1	11020	40.9073429	-89.0366908
72770194	172030302003	6	82060	40.9065781	-89.0402536
72770195	172030302003	1	56000	40.9020767	-89.0461875
72770196	172030302003	1	20320	40.9019212	-89.0463243
72770197	172030302003	1	66000	40.9088731	-89.0342317
72770198	172030302003	1	23040	40.9067265	-89.0392651
72770199	172030302003	1	5700	40.9094090	-89.0349622
72770200	172030302003	1	155000	40.9097882	-89.0361738
72770201	172030302003	1	75000	40.9099855	-89.0371209
72770202	172030302003	1	380	40.9100819	-89.0358161
72770203	172030302003	1	79200	40.9101925	-89.0367841
72770204	172030302003	1	33300	40.9055931	-89.0474628
72770205	172030302003	6	75000	40.9103062	-89.0433520
72770206	172030302003	1	27300	40.9108072	-89.0440308
72770207	172030302003	1	35000	40.9075576	-89.0391468
72770208	172030302003	1	152710	40.9043248	-89.0459498
72770209	172030302003	1	90000	40.9101856	-89.0452565
72770210	172030302003	1	33100	40.9091773	-89.0371008
72770211	172030302003	1	14400	40.9084210	-89.0371532
72770212	172030302003	1	44400	40.9032141	-89.0455067
72770213	172030302003	1	27850	40.9031917	-89.0426161
72770214	172030302003	1	22600	40.9042833	-89.0468660
72770215	172030302003	1	59700	40.9096067	-89.0463610
72770216	172030302003	1	9600	40.9055644	-89.0425330
72770217	172030302003	1	12500	40.9035776	-89.0435818
72770218	172030302003	1	22000	40.9028603	-89.0451948
72770219	172030302003	1	15650	40.9057912	-89.0419339
72770220	172030302003	1	58000	40.9041764	-89.0414932
72770221	172030302003	1	73000	40.9079350	-89.0408877
72770222	172030302003	1	11500	40.9045203	-89.0439167
72770223	172030302003	1	51300	40.9035113	-89.0475436
72770224	172030302003	1	15800	40.9040483	-89.0443660
72770225	172030302003	1	186500	40.9021853	-89.0435379
72770226	172030302003	1	19400	40.9074887	-89.0446173
72770227	172030302003	1	49200	40.9077742	-89.0435761
72770228	172030302003	1	42000	40.9055227	-89.0430459
72770229	172030302003	1	50900	40.9092590	-89.0461910
72770230	172030302003	1	15700	40.9078388	-89.0467926
72770231	172030302003	1	55200	40.9075063	-89.0468258
72770232	172030302003	1	89950	40.9039591	-89.0423272
72770233	172030302003	1	22100	40.9038862	-89.0445476
72770234	172030302003	1	80330	40.9024000	-89.0456660
72770235	172030302003	6	47000	40.9059980	-89.0431946
72770236	172030302003	1	7000	40.9090332	-89.0355572
72770237	172030302003	1	70000	40.9055087	-89.0445962
72770238	172030302003	1	58000	40.9081896	-89.0354717
72770239	172030302003	1	35300	40.9082259	-89.0415821
72770240	172030302003	1	10800	40.9070117	-89.0420107
72770241	172030302003	1	77000	40.9051648	-89.0460011
72770242	172030302003	1	14630	40.9080586	-89.0454174
72770243	172030302003	1	42000	40.9086766	-89.0429382
72770244	172030302003	1	87000	40.9086176	-89.0406587
72770245	172030302003	1	39000	40.9088005	-89.0386259
72770246	172030302003	1	14630	40.9088858	-89.0395228
72770247	172030302003	1	232400	40.9091303	-89.0418993
72770248	172030302003	1	128600	40.9092726	-89.0381502
72770249	172030302003	1	43000	40.9070812	-89.0434888
72770250	172030302003	1	7100	40.9076077	-89.0447075
72770251	172030302003	1	73400	40.9099856	-89.0418014
72770252	172030302003	1	63300	40.9059580	-89.0442997
72770253	172030302003	1	12400	40.9097892	-89.0411398
72770254	172030302003	1	5600	40.9061068	-89.0459634
72770255	172030302003	1	80650	40.9093301	-89.0425754
72770256	172030302003	1	45000	40.9070290	-89.0457698
72770257	172030302003	6	82060	40.9088332	-89.0457430
72770258	172030302003	1	4300	40.9098687	-89.0396922
72770259	172030302003	1	54800	40.9091959	-89.0440154
72770260	172030302003	1	15400	40.9099531	-89.0445898
72770261	172030302003	1	19800	40.9112532	-89.0352023
72770262	172030302004	1	46200	40.8525569	-89.1221222
72770263	172030302004	1	14630	40.8523835	-89.1216609
72770264	172030302004	1	59800	40.8523622	-89.1222550
72770265	172030302004	1	16000	40.8518704	-89.1221766
72770266	172030302004	1	47700	40.8517662	-89.1226150
72770267	172030302004	1	24600	40.8468006	-89.1228762
72770268	172030302004	1	10700	40.8467136	-89.1227158
72770269	172030302004	1	12000	40.8469481	-89.1222092
72770270	172030302004	1	92800	40.8468446	-89.1218567
72770271	172030302004	1	43100	40.8464904	-89.1229203
72770272	172030302004	1	143000	40.8465506	-89.1219799
72770273	172030302004	1	20000	40.8467764	-89.1228372
72770274	172030302004	1	63000	40.8470192	-89.1219456
72770275	172030302004	1	150000	40.8468911	-89.1223765
72770276	172030302004	1	65050	40.8471955	-89.1224545
72770277	172030302004	1	35630	40.8515956	-89.1230898
72770278	172030302004	1	25000	40.8512503	-89.1224457
72770279	172030302004	1	78000	40.8513599	-89.1220598
72770280	172030302004	1	44500	40.8513331	-89.1220002
72770281	172030302004	1	25000	40.8510596	-89.1223137
72770282	172030302004	1	60000	40.8516466	-89.1221285
72770283	172030302004	1	16420	40.8513998	-89.1218582
72770284	172030302004	1	38420	40.8513145	-89.1222598
72770285	172030302004	1	26000	40.8514581	-89.1230989
72770286	172030302004	1	6000	40.8515168	-89.1233519
72770287	172030302004	1	66000	40.8517159	-89.1221921
72770288	172030302004	1	70500	40.8511974	-89.1218670
72770289	172030302004	1	42000	40.8509321	-89.1229823
72770290	172030302004	1	46680	40.8516490	-89.1232000
72770291	172030302004	1	51420	40.8516887	-89.1234990
72770292	172030302004	1	34500	40.8519837	-89.1215965
72770293	172030302004	1	63000	40.8529406	-89.1243475
72770294	172030302004	1	87000	40.8522792	-89.1222209
72770295	172030302004	1	56000	40.8527383	-89.1236552
72770296	172030302004	1	59900	40.8531075	-89.1223504
72770297	172030302004	1	63000	40.8523732	-89.1245982
72770298	172030302004	1	9800	40.8530377	-89.1215635
72770299	172030302004	1	118230	40.8520661	-89.1256668
72770300	172030302004	1	43200	40.8531605	-89.1216462
72770301	172030302004	1	53100	40.8527315	-89.1240863
72770302	172030302004	1	49000	40.8521917	-89.1244999
72770303	172030302004	1	63000	40.8523441	-89.1244105
72770304	172030302004	1	38000	40.8526017	-89.1246228
72770305	172030302004	1	56900	40.8534209	-89.1222832
72770306	172030302004	1	0	40.8524143	-89.1199679
72770307	172030302004	1	42000	40.8520313	-89.1251003
72770308	172030302004	1	12500	40.8527048	-89.1253551
72770309	172030302004	1	62000	40.8523197	-89.1250142
72770310	172030302004	1	62100	40.8525120	-89.1192303
72770311	172030302004	1	12400	40.8528023	-89.1253452
72770312	172030302004	1	63000	40.8517770	-89.1191890
72770313	172030302004	1	60800	40.8531470	-89.1229566
72770314	172030302004	1	46400	40.8529706	-89.1226571
72770315	172030302004	1	108630	40.8523261	-89.1193742
72770316	172030302004	1	68000	40.8521094	-89.1199301
72770317	172030302004	1	124000	40.8527736	-89.1225263
72770318	172030302004	1	88400	40.8528535	-89.1235566
72770319	172030302004	1	473000	40.8528581	-89.1226258
72770320	172030302004	1	70000	40.8534309	-89.0470049
72770321	172030302004	1	76000	40.8517866	-89.1203904
72770322	172030302004	1	48840	40.8505923	-89.1211482
72770323	172030302004	1	180000	40.8533301	-89.1201229
72770324	172030302004	1	49000	40.8502788	-89.1222022
