sp_id	sp_hh_id	age	sex	race	relate	school_id	work_id
222100318	72773375	60	M	1	0	X	506099436
222100319	72773375	59	F	1	1	X	X
222100320	72776428	60	M	1	0	X	506099909
222162791	72779105	49	M	1	0	X	X
222162794	72779105	48	F	1	1	X	506098629
222396126	72777969	57	M	1	0	X	506104107
222396133	72776561	71	F	1	3	X	506168727
222494610	72772135	25	F	1	1	X	506099411
222494625	72772981	25	M	1	0	X	506105429
222494630	72771741	25	F	1	1	X	506101437
222494633	72782183	25	M	1	0	X	506094897
222494634	72773099	25	F	1	1	X	506103639
222494639	72781718	25	M	1	0	X	506097395
222494654	72770767	25	F	1	1	X	506107046
222494655	72770767	25	M	1	0	X	506096400
222635969	72782320	41	M	1	0	X	506096000
222635973	72773421	41	M	1	0	X	506099485
222635974	72773421	41	F	1	1	X	506098228
222635976	72773421	9	M	1	2	450141197	X
222636862	72778002	13	M	1	2	450122221	X
222673959	72776927	59	F	1	1	X	X
222673962	72780257	59	F	1	1	X	X
222673963	72780257	29	F	1	2	X	X
222673978	72773301	29	F	1	2	X	X
222673980	72773528	59	F	1	1	X	X
222673981	72773528	29	F	1	2	X	X
222673983	72773615	59	F	1	1	X	X
222673984	72773615	29	F	1	2	X	X
222673997	72778356	66	M	1	0	X	X
222673998	72778356	59	F	1	1	X	X
222674003	72777485	66	M	1	0	X	X
222674004	72777485	59	F	1	1	X	X
222674006	72771078	66	M	1	0	X	X
222674009	72780513	66	M	1	0	X	X
222801893	72774193	58	F	1	0	X	506109820
222822867	72779455	26	F	1	1	X	506098001
222822868	72779455	28	M	1	0	X	506098147
222822872	72772127	28	M	1	0	X	506103627
223061446	72782101	67	F	1	1	X	X
223061447	72782101	69	M	1	0	X	X
223061462	72777211	67	F	1	1	X	X
223079315	72780453	73	M	1	1	X	X
223079323	72775087	73	M	1	1	X	X
223079327	72770626	73	M	1	1	X	X
223240868	72771975	53	M	1	2	X	506101155
223240874	72779303	53	M	1	2	X	506098016
223240875	72779303	74	F	1	1	X	X
223240883	72779193	53	M	1	2	X	506092595
223240884	72779193	74	F	1	1	X	X
223240885	72779193	78	M	1	0	X	X
223240889	72780489	53	M	1	2	X	506098711
223240891	72780489	78	M	1	0	X	X
223240892	72777227	53	M	1	2	X	506104258
223240894	72777227	78	M	1	0	X	X
223240901	72771757	53	M	1	2	X	506105279
223240905	72778462	74	F	1	1	X	X
223240906	72778462	78	M	1	0	X	X
223342518	72773370	50	M	1	0	X	506108811
223342520	72773370	51	F	1	1	X	506103422
223342522	72782331	18	F	1	2	450123091	506089795
223342524	72777014	50	M	1	0	X	506103355
223342526	72777014	51	F	1	1	X	506112365
223342538	72775294	51	F	1	1	X	506098637
223342542	72782244	50	M	1	0	X	506097816
223342544	72782244	51	F	1	1	X	506096848
223390315	72779269	74	M	1	0	X	X
223390320	72778882	74	M	1	0	X	X
223390327	72779006	74	M	1	0	X	X
223390334	72772564	74	M	1	0	X	X
223624321	72771866	63	F	1	1	X	X
223624322	72771866	64	M	1	0	X	X
223900959	72772467	13	M	1	12	450141197	X
223900960	72772467	11	F	1	12	450141197	X
223900961	72772467	14	F	1	12	450141198	X
223900962	72772467	38	F	1	10	X	506099034
223900963	72772467	8	M	1	2	450141197	X
223900966	72772467	6	M	1	2	450141197	X
223900983	72772908	13	M	1	12	450125489	X
223900987	72772908	8	M	1	2	450125489	X
223900989	72772908	29	M	1	0	X	506099551
223900990	72772908	6	M	1	2	450125488	X
223901007	72777535	13	M	1	12	450122221	X
223901012	72777535	10	M	1	2	450117870	X
223901023	72776527	13	M	1	12	450152429	X
223901024	72776527	11	F	1	12	450152429	X
223901025	72776527	14	F	1	12	450141198	X
223901026	72776527	38	F	1	10	X	506102010
223901027	72776527	8	M	1	2	450152429	X
223901028	72776527	10	M	1	2	450152429	X
223901072	72773852	11	F	1	12	450125489	X
223901103	72772086	13	M	1	12	450141197	X
223901104	72772086	11	F	1	12	450141197	X
223901105	72772086	14	F	1	12	450141198	X
223901112	72780011	11	F	1	12	450122221	X
223901116	72780011	10	M	1	2	450116183	X
223901117	72780011	29	M	1	0	X	506092027
223901118	72780011	6	M	1	2	450126098	X
223901127	72772462	13	M	1	12	450141197	X
223901128	72772462	11	F	1	12	450141197	X
223901131	72772462	8	M	1	2	450141197	X
223901132	72772462	10	M	1	2	450141197	X
224096585	72771303	49	F	1	0	X	506098214
224096588	72774020	49	F	1	0	X	506109806
224096592	72770999	51	M	1	1	X	506099404
224177979	72781620	60	F	1	1	X	506102040
224177980	72781620	62	M	1	0	X	506092381
224177981	72781620	23	M	1	2	X	X
224177994	72779431	60	F	1	1	X	506098510
224230980	72770799	56	M	1	0	X	506098066
224230985	72779775	54	F	1	1	X	506097880
224230986	72779775	56	M	1	0	X	506113647
224271723	72770421	79	F	1	1	X	X
224298703	72782377	19	F	1	2	X	506098001
224298715	72782414	17	F	1	2	450121290	X
224359656	72779279	45	M	1	1	X	506098101
224359657	72779279	45	F	1	0	X	506098602
224359658	72779279	13	F	1	2	450053385	X
224359660	72779279	15	M	1	2	450060345	X
224359667	72776275	45	F	1	0	X	506105303
224359670	72776275	15	M	1	2	450064747	X
224359671	72780427	45	M	1	1	X	506113618
224359672	72780427	45	F	1	0	X	506098147
224359673	72780427	13	F	1	2	450053385	X
224359680	72771175	15	M	1	2	450053385	X
224441788	72781753	23	F	1	1	X	X
224441789	72781753	0	F	1	2	X	X
224441812	72770472	23	F	1	1	X	X
224441813	72770472	0	F	1	2	X	X
224441814	72770472	24	M	1	0	X	506171010
224441822	72773246	0	F	1	2	X	X
224441830	72780613	23	F	1	1	X	X
224441831	72780613	0	F	1	2	X	X
224441846	72773260	0	F	1	2	X	X
224441847	72773260	24	M	1	0	X	506102452
224441851	72770956	23	F	1	1	X	X
224441853	72770956	24	M	1	0	X	506104258
224441871	72776588	24	M	1	0	X	506102994
224441877	72770808	24	M	1	0	X	506098001
224548357	72777004	35	M	1	2	X	X
224548358	72777004	30	M	1	2	X	X
224548381	72769109	54	M	1	0	X	506106845
224548384	72769109	54	F	1	1	X	506168728
224601425	72774906	45	F	1	0	X	506102067
224601426	72774906	44	M	1	1	X	506111665
224601434	72774290	45	F	1	0	X	506105173
224601440	72776967	45	F	1	0	X	506110606
224635471	72779822	60	M	1	0	X	506095250
224635488	72779818	59	F	1	1	X	506108860
224635493	72779362	60	M	1	0	X	506103784
224814538	72774506	53	M	1	0	X	506107944
224814544	72768689	53	M	1	0	X	506102564
224942610	72778513	53	F	1	0	X	506098038
224942611	72782399	19	M	1	2	X	506092045
224942612	72782399	53	F	1	0	X	506096786
224968556	72778285	37	F	1	2	X	506099790
224968558	72775782	5	M	1	5	450125488	X
224968560	72775782	37	F	1	2	X	506111679
224968561	72775782	11	F	1	5	450125489	X
224968566	72772280	5	M	1	5	450141197	X
224968567	72772280	69	M	1	0	X	506099034
224968568	72772280	37	F	1	2	X	506112459
224974950	72775291	58	F	1	0	X	506103274
224974951	72775291	60	M	1	1	X	506107542
224974963	72775074	60	M	1	1	X	506108998
224974976	72773323	58	F	1	0	X	506105847
224974977	72773323	60	M	1	1	X	506098002
224974978	72776336	58	F	1	0	X	506111004
224974986	72779819	58	F	1	0	X	506098147
224975006	72773143	58	F	1	0	X	506108105
224975007	72773143	60	M	1	1	X	506110844
224975009	72781828	60	M	1	1	X	506095128
224975010	72773549	58	F	1	0	X	506099482
224975011	72773549	60	M	1	1	X	506098841
224975012	72780156	58	F	1	0	X	506093348
224975028	72781360	58	F	1	0	X	506097634
225066763	72777692	40	F	1	1	X	506101318
225066764	72777692	41	M	1	0	X	506098490
225066766	72777692	6	F	1	2	450117870	X
225066767	72777692	8	F	1	2	450117870	X
225066778	72777702	40	F	1	1	X	506105173
225066780	72777702	4	M	1	2	450117870	X
225066781	72777702	6	F	1	2	450117870	X
225066782	72777702	8	F	1	2	450117870	X
225066799	72769642	41	M	1	0	X	506171015
225066801	72769642	6	F	1	2	450123089	X
225066803	72774388	40	F	1	1	X	506102353
225066805	72774388	4	M	1	2	450125488	X
225066807	72774388	8	F	1	2	450141197	X
225066808	72772770	40	F	1	1	X	506108033
225066811	72772770	6	F	1	2	450141197	X
225066812	72772770	8	F	1	2	450141197	X
225072280	72771693	38	M	1	0	X	X
225072283	72769730	38	M	1	0	X	X
225072288	72770390	38	M	1	0	X	X
225072291	72773050	38	M	1	0	X	X
225072292	72769842	38	M	1	0	X	X
225128170	72771995	51	F	1	0	X	506103098
225128172	72781532	51	F	1	0	X	506098530
225180293	72771887	81	F	1	1	X	X
225180302	72770350	84	M	1	0	X	X
225180303	72770350	81	F	1	1	X	X
225180304	72771513	84	M	1	0	X	X
225180305	72771513	81	F	1	1	X	X
225180311	72778500	81	F	1	1	X	X
225180313	72769505	81	F	1	1	X	X
225180315	72778790	81	F	1	1	X	X
225180318	72780303	84	M	1	0	X	X
225240385	72779158	34	F	1	1	X	X
225240387	72779158	35	M	1	0	X	506100758
225349552	72777218	39	F	1	0	X	506104047
225349555	72777218	11	M	1	2	450152429	X
225349566	72770373	8	M	1	2	450123089	X
225349567	72770373	39	F	1	0	X	506093785
225349570	72770373	11	M	1	2	450152507	X
225349573	72771170	13	M	1	2	450152507	X
225349574	72771170	41	M	1	1	X	506101952
225349575	72771170	11	M	1	2	450152507	X
225349588	72775836	13	M	1	2	450125489	X
225349616	72778650	8	M	1	2	450141197	X
225349617	72778650	39	F	1	0	X	506098099
225349622	72774825	39	F	1	0	X	506166738
225349624	72774825	41	M	1	1	X	506100027
225349634	72774735	41	M	1	1	X	506107831
225349635	72774735	11	M	1	2	450125489	X
225349636	72772998	8	M	1	2	450141197	X
225349637	72772998	39	F	1	0	X	506099551
225349639	72772998	41	M	1	1	X	506103081
225349642	72780433	39	F	1	0	X	506098468
225349644	72780433	41	M	1	1	X	506097755
225349645	72780433	11	M	1	2	450122221	X
225349671	72770210	72	F	1	1	X	506098380
225349674	72777561	72	M	1	0	X	506100030
225349675	72777561	72	F	1	1	X	506107542
225396440	72770874	61	M	1	1	X	506168800
225396441	72770874	60	F	1	0	X	506100457
225396451	72769152	60	F	1	0	X	506104019
225396456	72769517	61	M	1	1	X	506108645
225396457	72769517	60	F	1	0	X	506107726
225396462	72777606	61	M	1	1	X	506099230
225396464	72777027	61	M	1	1	X	506097171
225396468	72777477	61	M	1	1	X	506108613
225396469	72777477	60	F	1	0	X	506102010
225396474	72775206	61	M	1	1	X	506106845
225396475	72775206	60	F	1	0	X	506103793
225396477	72776531	60	F	1	0	X	506114160
225396479	72780478	60	F	1	0	X	506093302
225396484	72772852	61	M	1	1	X	506099042
225396485	72772852	60	F	1	0	X	506106172
225430735	72776277	68	F	1	0	X	X
225430737	72778364	68	F	1	0	X	X
225430747	72769292	68	F	1	0	X	X
225430755	72771124	68	F	1	0	X	X
225450121	72775312	52	F	1	0	X	506105104
225450126	72774039	52	F	1	0	X	506113221
225450132	72774384	52	F	1	0	X	506837583
225488036	72777906	25	M	1	0	X	506103457
225488037	72777906	24	F	1	1	X	X
225506526	72769320	64	M	1	0	X	506104047
225506527	72769320	26	F	1	2	X	X
225506536	72777048	26	F	1	2	X	X
225506537	72777048	57	F	1	1	X	506101162
225506550	72773422	64	M	1	0	X	506099475
225553335	72769099	73	F	1	0	X	X
225553338	72768894	73	F	1	0	X	X
225553340	72779219	73	F	1	0	X	X
225613123	72781058	38	M	1	0	X	X
225613124	72781058	28	F	1	1	X	X
225613125	72781058	0	F	1	2	X	X
225613132	72768548	38	M	1	0	X	X
225613137	72778618	0	F	1	2	X	X
225613140	72776948	0	F	1	2	X	X
225613162	72778034	38	M	1	0	X	X
225613163	72778034	28	F	1	1	X	X
226024855	72775169	1	F	1	2	X	X
226024856	72775169	49	M	1	1	X	506104582
226024858	72781785	1	F	1	2	X	X
226024860	72781785	21	F	1	0	X	506096793
226024862	72781246	49	M	1	1	X	506102010
226024867	72781733	1	F	1	2	X	X
226024871	72771553	49	M	1	1	X	506102724
226024931	72777648	49	M	1	1	X	506098602
226024932	72777648	21	F	1	0	X	506100081
226024935	72782139	21	F	1	0	X	506095798
226024936	72768793	1	F	1	2	X	X
226024937	72768793	49	M	1	1	X	506109337
226031487	72769460	28	M	1	0	X	506097090
226049619	72780343	54	F	1	1	X	X
226049626	72782298	57	M	1	0	X	506098489
226049627	72782298	33	M	1	2	X	506097808
226049628	72782298	54	F	1	1	X	X
226049629	72782274	57	M	1	0	X	506097739
226049630	72782274	33	M	1	2	X	506097755
226049635	72774476	57	M	1	0	X	506103627
226049645	72781151	33	M	1	2	X	506091065
226049646	72781151	54	F	1	1	X	X
226049660	72779848	33	M	1	2	X	506099802
226049668	72769313	57	M	1	0	X	506168715
226049669	72769313	33	M	1	2	X	506104994
226049670	72769313	54	F	1	1	X	X
226049678	72780867	33	M	1	2	X	506096853
226049679	72780867	54	F	1	1	X	X
226049690	72779292	33	M	1	2	X	506099130
226049691	72779292	54	F	1	1	X	X
226049693	72777567	33	M	1	2	X	506098076
226365857	72771281	13	F	1	2	450122221	X
226365866	72773945	11	F	1	2	450125489	X
226365869	72774283	13	F	1	2	450125489	X
226365870	72774283	11	F	1	2	450125489	X
226365876	72774019	45	F	1	1	X	506109806
226365879	72774019	46	M	1	0	X	506103576
226365880	72776571	45	F	1	1	X	506105303
226365881	72776571	13	F	1	2	450152429	X
226365882	72776571	11	F	1	2	450152429	X
226365883	72776571	46	M	1	0	X	506102410
226365886	72773473	11	F	1	2	450141197	X
226365887	72773473	46	M	1	0	X	506111986
226365906	72781382	11	F	1	2	450152507	X
226365907	72781382	46	M	1	0	X	506092595
226365908	72776947	45	F	1	1	X	506097808
226365909	72776947	13	F	1	2	450152429	X
226365911	72776947	46	M	1	0	X	506105585
226365919	72782306	46	M	1	0	X	506095770
226365928	72777156	45	F	1	1	X	506103610
226365929	72777156	13	F	1	2	450125489	X
226365932	72777034	45	F	1	1	X	506099014
226365952	72774425	45	F	1	1	X	506099034
226365954	72774425	11	F	1	2	450125489	X
226423197	72773353	66	F	1	0	X	X
226423199	72778029	66	F	1	0	X	X
226423204	72777939	66	F	1	0	X	X
226423213	72781597	66	F	1	0	X	X
226423215	72781988	66	F	1	0	X	X
226423227	72770098	66	F	1	0	X	X
226440290	72770275	2	F	1	2	X	X
226440302	72775109	2	F	1	2	X	X
226440304	72780056	30	F	1	1	X	506093924
226440305	72780056	2	F	1	2	X	X
226440312	72782578	32	M	1	0	X	506095798
226451444	72769777	36	F	1	0	X	506098841
226451445	72769777	35	M	1	1	X	506170978
226488797	72769243	57	F	1	0	X	506100457
226546565	72769009	21	M	1	2	X	506099899
226546566	72769009	46	F	1	0	X	506168674
226546567	72769009	47	M	1	1	X	506095712
226546574	72778959	46	F	1	0	X	506098474
226546575	72778959	47	M	1	1	X	506098016
226546576	72778959	18	F	1	2	450122219	506103822
226595445	72771005	79	F	1	0	X	X
227144752	72770282	59	F	1	0	X	506511486
227144754	72772828	59	F	1	0	X	506100631
227144759	72769156	65	M	1	1	X	506112773
227144761	72770499	65	M	1	1	X	506090221
227144762	72781736	59	F	1	0	X	506097634
227144766	72776382	59	F	1	0	X	506111956
227144767	72776382	65	M	1	1	X	506105109
227144772	72778072	59	F	1	0	X	506098841
227153603	72774318	55	F	1	1	X	506102067
227153607	72779922	55	F	1	1	X	506166677
227153611	72779771	55	F	1	1	X	506102010
227153612	72779771	57	M	1	0	X	506097868
227153623	72777500	55	F	1	1	X	506098510
227153624	72777500	57	M	1	0	X	506100825
227177887	72769249	75	M	1	0	X	X
227177888	72769249	70	F	1	1	X	X
227177902	72776902	70	F	1	1	X	X
227177909	72776343	75	M	1	0	X	X
227177910	72776343	70	F	1	1	X	X
227177913	72778775	75	M	1	0	X	X
227188356	72770450	6	F	1	2	450123089	X
227188357	72770450	30	M	1	10	X	506170994
227188359	72770450	35	F	1	0	X	506102067
227188379	72775258	35	F	1	0	X	506107958
227188380	72777223	6	F	1	2	450125489	X
227188381	72777223	30	M	1	10	X	506108562
227188383	72777223	35	F	1	0	X	506105539
227188402	72775832	7	M	1	2	450125488	X
227188403	72775832	35	F	1	0	X	506102067
227188404	72772776	6	F	1	2	450141197	X
227188405	72772776	30	M	1	10	X	506099421
227188406	72772776	7	M	1	2	450141197	X
227188412	72777605	6	F	1	2	450117870	X
227188413	72777605	30	M	1	10	X	506097871
227188414	72777605	7	M	1	2	450117870	X
227188415	72777605	35	F	1	0	X	506102010
227188429	72775837	30	M	1	10	X	506100928
227188431	72775837	35	F	1	0	X	506107938
227188438	72773356	7	M	1	2	450141197	X
227188452	72769428	6	F	1	2	450123089	X
227188454	72769428	7	M	1	2	450123089	X
227188455	72769428	35	F	1	0	X	506105157
227188457	72772788	30	M	1	10	X	506099404
227188458	72772788	7	M	1	2	450141197	X
227188459	72772788	35	F	1	0	X	506104938
227188496	72768427	6	F	1	2	450138075	X
227188498	72768427	7	M	1	2	450138075	X
227188499	72768427	35	F	1	0	X	506099404
227188508	72776609	6	F	1	2	450125489	X
227188510	72776609	7	M	1	2	450125489	X
227188511	72776609	35	F	1	0	X	506099947
227188512	72775441	6	F	1	2	450125488	X
227188520	72769595	6	F	1	2	450123089	X
227188522	72769595	7	M	1	2	450123089	X
227188536	72773432	6	F	1	2	450141197	X
227188539	72773432	35	F	1	0	X	506100457
227188548	72777668	6	F	1	2	450117870	X
227188549	72777668	30	M	1	10	X	506098602
227188564	72781492	6	F	1	2	450132407	X
227188566	72781492	7	M	1	2	450132407	X
227188584	72781916	6	F	1	2	450132407	X
227188589	72769701	30	M	1	10	X	506098905
227188590	72769701	7	M	1	2	450123089	X
227188591	72769701	35	F	1	0	X	506169986
227188597	72776022	30	M	1	10	X	506106080
227188598	72776022	7	M	1	2	450125488	X
227188604	72778460	6	F	1	2	450117870	X
227188605	72778460	30	M	1	10	X	506105486
227188607	72778460	35	F	1	0	X	506092449
227188610	72768531	7	M	1	2	450138075	X
227188620	72768693	6	F	1	2	450138075	X
227188621	72768693	30	M	1	10	X	506093926
227194630	72782076	24	F	1	1	X	X
227194631	72782076	27	M	1	0	X	506093458
227194632	72782076	0	F	1	2	X	X
227194650	72770557	0	F	1	2	X	X
227194665	72768909	0	F	1	2	X	X
227194666	72775725	24	F	1	1	X	X
227194672	72777852	24	F	1	1	X	X
227194673	72777852	27	M	1	0	X	506098552
227194688	72777380	27	M	1	0	X	506103473
227194689	72777380	0	F	1	2	X	X
227194690	72782135	24	F	1	1	X	X
227194691	72782135	27	M	1	0	X	506097739
227258731	72780311	32	M	1	2	X	X
227258733	72780311	56	M	1	0	X	506098788
227258767	72777768	32	M	1	2	X	X
227258768	72777768	54	F	1	1	X	X
227258795	72775429	54	F	1	1	X	X
227453927	72768717	64	F	1	0	X	X
227453937	72770254	64	F	1	0	X	X
227453941	72779093	64	F	1	0	X	X
227453943	72768559	64	F	1	0	X	X
227453944	72775367	64	F	1	0	X	X
227453950	72769699	64	F	1	0	X	X
227453958	72781615	64	F	1	0	X	X
227458929	72772488	9	F	1	2	450141198	X
227520507	72770147	57	M	1	0	X	506171824
227520510	72777598	57	M	1	0	X	506098612
227575952	72775321	53	F	1	1	X	X
227575953	72775321	52	M	1	0	X	506102919
227575957	72781235	52	M	1	0	X	506094054
227575959	72769888	52	M	1	0	X	506104029
227594045	72771446	15	F	1	2	450138076	X
227594046	72771446	10	M	1	2	450141197	X
227594048	72782613	47	M	1	0	X	506097415
227594051	72782613	47	F	1	1	X	506098839
227594057	72774880	15	F	1	2	450141198	X
227594058	72774880	10	M	1	2	450125488	X
227594059	72774880	47	F	1	1	X	506103627
227594060	72773681	47	M	1	0	X	506103639
227594061	72773681	15	F	1	2	450121290	X
227594063	72773681	47	F	1	1	X	506099411
227594064	72776541	47	M	1	0	X	506093336
227594069	72776063	15	F	1	2	450141198	X
227594070	72776063	10	M	1	2	450125489	X
227594080	72779179	47	M	1	0	X	506098788
227594082	72779179	10	M	1	2	450117870	X
227594083	72779179	47	F	1	1	X	506099404
227594090	72781725	10	M	1	2	450132407	X
227594091	72781725	47	F	1	1	X	506095568
227650670	72778229	21	M	1	2	X	X
227650678	72781651	59	M	1	1	X	X
227650679	72781651	21	M	1	2	X	X
227650688	72780742	21	M	1	2	X	X
227650689	72780742	53	F	1	0	X	506103355
227650693	72773996	59	M	1	1	X	X
227650694	72773996	21	M	1	2	X	X
227773087	72770738	26	M	1	0	X	506098251
227795165	72774996	42	M	1	1	X	506105109
227795167	72774996	21	M	1	2	X	506105173
227795168	72774996	19	F	1	2	X	X
227795170	72773297	42	M	1	1	X	506106845
227795171	72773297	21	M	1	2	X	506105303
227795172	72773297	21	M	1	2	X	506099031
227795173	72773297	19	F	1	2	X	X
227931700	72778804	75	F	1	1	X	X
227931701	72771087	76	M	1	0	X	X
227931705	72769546	76	M	1	0	X	X
227931706	72769546	75	F	1	1	X	X
227931709	72771155	76	M	1	0	X	X
227931710	72771155	75	F	1	1	X	X
227931722	72770708	75	F	1	1	X	X
227931727	72778796	76	M	1	0	X	X
227931732	72778464	75	F	1	1	X	X
228025355	72769964	52	M	1	0	X	X
228025359	72781794	52	M	1	0	X	X
228025363	72773130	52	M	1	0	X	X
228025367	72775804	52	M	1	0	X	X
228025373	72776698	52	M	1	0	X	X
228047301	72776265	73	F	1	0	X	X
228047304	72772091	73	F	1	0	X	X
228102994	72776819	54	M	1	0	X	506112148
228102995	72776819	50	F	1	1	X	X
228102998	72772921	54	M	1	0	X	506110688
228174478	72780983	1	F	1	2	X	X
228174488	72782532	1	F	1	2	X	X
228174489	72782532	24	F	1	0	X	506171010
228179508	72772758	38	M	1	1	X	506102996
228179509	72772758	2	F	1	2	X	X
228179510	72772758	0	M	1	2	X	X
228179523	72776800	34	F	1	0	X	506102925
228179525	72772634	2	F	1	2	X	X
228179526	72772634	0	M	1	2	X	X
228179548	72775892	38	M	1	1	X	506104047
228179549	72775892	2	F	1	2	X	X
228179550	72775892	0	M	1	2	X	X
228179551	72775892	34	F	1	0	X	506094528
228179552	72780025	38	M	1	1	X	506098950
228179553	72780025	2	F	1	2	X	X
228179554	72780025	0	M	1	2	X	X
228179555	72780025	34	F	1	0	X	506097860
228179556	72775833	38	M	1	1	X	506102067
228179564	72781959	38	M	1	1	X	506096431
228179565	72781959	2	F	1	2	X	X
228179566	72781959	0	M	1	2	X	X
228179574	72772671	0	M	1	2	X	X
228179575	72772671	34	F	1	0	X	506099404
228179580	72775841	38	M	1	1	X	506108602
228179583	72775841	34	F	1	0	X	506111887
228179590	72780421	0	M	1	2	X	X
228179600	72775277	38	M	1	1	X	506106659
228179601	72775277	2	F	1	2	X	X
228179603	72775277	34	F	1	0	X	506103569
228179616	72771648	38	M	1	1	X	506098821
228179621	72769396	2	F	1	2	X	X
228179622	72769396	0	M	1	2	X	X
228179623	72769396	34	F	1	0	X	506096373
228179626	72782571	0	M	1	2	X	X
228179628	72780503	38	M	1	1	X	506095599
228179629	72780503	2	F	1	2	X	X
228179633	72768513	2	F	1	2	X	X
228179634	72768513	0	M	1	2	X	X
228179637	72773932	2	F	1	2	X	X
228179639	72773932	34	F	1	0	X	506109971
228179641	72777358	2	F	1	2	X	X
228179643	72777358	34	F	1	0	X	506168704
228179644	72780142	38	M	1	1	X	506101689
228179645	72780142	2	F	1	2	X	X
228179648	72770533	38	M	1	1	X	506094839
228179650	72770533	0	M	1	2	X	X
228179651	72770533	34	F	1	0	X	506171795
228179653	72781997	2	F	1	2	X	X
228179654	72781997	0	M	1	2	X	X
228179655	72781997	34	F	1	0	X	506097642
228179665	72774118	2	F	1	2	X	X
228179666	72774118	0	M	1	2	X	X
228179668	72776691	38	M	1	1	X	506102118
228179670	72776691	0	M	1	2	X	X
228179684	72768810	38	M	1	1	X	506098402
228179686	72768810	0	M	1	2	X	X
228179687	72768810	34	F	1	0	X	506102994
228179688	72775052	38	M	1	1	X	506102067
228179689	72775052	2	F	1	2	X	X
228179690	72775052	0	M	1	2	X	X
228179692	72779772	38	M	1	1	X	506106524
228179703	72771621	34	F	1	0	X	506098258
228179717	72777689	2	F	1	2	X	X
228179718	72777689	0	M	1	2	X	X
228179724	72774937	38	M	1	1	X	506105157
228179726	72774937	0	M	1	2	X	X
228179727	72774937	34	F	1	0	X	506104116
228179733	72771840	2	F	1	2	X	X
228179734	72771840	0	M	1	2	X	X
228179738	72774778	0	M	1	2	X	X
228179741	72777925	2	F	1	2	X	X
228179742	72777925	0	M	1	2	X	X
228179743	72777925	34	F	1	0	X	506101338
228292057	72779756	35	F	1	1	X	X
228292058	72779756	34	M	1	0	X	506098602
228292062	72781797	34	M	1	0	X	506096766
228292063	72781797	4	F	1	2	450132407	X
228292064	72781797	8	M	1	2	450113253	X
228467702	72768904	21	F	1	2	X	X
228467703	72768904	46	M	1	1	X	506098837
228467707	72768824	46	M	1	1	X	506098424
228467714	72775257	21	F	1	2	X	X
228467715	72775257	46	M	1	1	X	506102026
228467728	72768979	7	M	1	2	450064747	X
228467729	72768979	37	F	3	0	X	506107036
228772684	72774896	47	F	1	1	X	506104190
228772686	72779740	51	M	1	0	X	506103829
228772687	72779740	47	F	1	1	X	506098016
228865076	72782052	81	M	1	0	X	X
228865077	72779274	81	M	1	0	X	X
229079084	72780701	23	F	1	1	X	506097453
229079089	72776714	61	M	1	0	X	506099452
229079091	72780611	61	M	1	0	X	506096202
229079115	72781520	61	M	1	0	X	506097808
229317278	72770881	75	F	1	0	X	X
229317282	72771203	75	F	1	0	X	X
229317286	72770091	75	F	1	0	X	X
229345711	72771052	61	M	1	0	X	X
229350352	72776763	56	M	1	1	X	506097210
229350353	72776763	52	F	1	0	X	506105539
229350357	72771657	52	F	1	0	X	506107291
229350363	72775308	52	F	1	0	X	506103422
229672149	72780222	88	F	1	0	X	X
229672150	72779192	88	F	1	0	X	X
229672158	72778383	88	F	1	0	X	X
229672170	72782481	88	F	1	0	X	X
229672171	72772684	88	F	1	0	X	X
229806376	72778854	16	F	1	2	450122219	X
229806378	72779874	47	F	1	1	X	506108235
229806379	72779874	16	F	1	2	450122219	X
229806381	72773704	47	F	1	1	X	506104336
229806388	72775425	16	F	1	2	450141198	X
229806389	72775425	46	M	1	0	X	506108811
229907237	72772425	76	F	1	1	X	X
229907243	72771097	76	F	1	1	X	X
229907244	72771097	79	M	1	0	X	X
229907246	72771195	79	M	1	0	X	X
229956116	72770437	16	F	1	2	450152506	X
229956118	72770437	42	M	1	0	X	505954097
229956129	72778230	14	F	1	2	450122219	X
229956133	72774453	42	M	1	0	X	506106845
229956158	72774009	42	M	1	0	X	506102243
230015897	72779692	10	M	1	2	450117870	X
230015898	72779692	39	F	1	1	X	506098546
230015899	72779692	6	F	1	2	450141197	X
230015901	72779375	10	M	1	2	450141197	X
230015902	72779375	39	F	1	1	X	506097527
230204674	72776332	67	F	1	0	X	506110710
230204685	72780329	67	F	1	0	X	506095292
230227573	72773506	14	F	1	2	450141198	X
230227575	72773506	35	F	1	1	X	506095730
230227576	72773506	15	F	1	2	450141198	X
230227581	72781895	14	F	1	2	450121290	X
230227582	72781895	45	M	1	0	X	506093141
230227583	72781895	35	F	1	1	X	506097741
230227584	72781895	15	F	1	2	450121290	X
230227587	72776469	35	F	1	1	X	506099504
230227594	72775093	45	M	1	0	X	506108029
230227605	72774454	14	F	1	2	450141198	X
230227606	72774454	45	M	1	0	X	506092035
230227607	72774454	35	F	1	1	X	506108788
230227608	72774454	15	F	1	2	450141198	X
230227612	72779893	15	F	1	2	450121290	X
230227613	72775010	14	F	1	2	450141198	X
230227615	72775010	35	F	1	1	X	506103355
230227617	72777478	14	F	1	2	450141198	X
230227618	72777478	45	M	1	0	X	506101195
230227621	72775900	14	F	1	2	450121290	X
230227622	72775900	45	M	1	0	X	506106986
230227623	72775900	35	F	1	1	X	506100660
